,MOSES id,CONFORMER id,archive name,DFT TOTAL ENERGY,DFT XC ENERGY,DFT NUCLEAR REPULSION ENERGY,DFT ONE-ELECTRON ENERGY,DFT TWO-ELECTRON ENERGY,DFT DIPOLE X,DFT DIPOLE Y,DFT DIPOLE Z,DFT TOTAL DIPOLE,DFT ROT CONSTANT A,DFT ROT CONSTANT B,DFT ROT CONSTANT C,DFT HOMO,DFT LUMO,DFT HOMO-LUMO GAP,DFT ATOMIC ENERGY,DFT FORMATION ENERGY,SMILES,SPLITS
10,2,4,data/moses_wfns/archive_0_0_0.tar,-1364.6131667909904,-110.43416462501176,1966.079413826866,-5770.370401114469,2550.1543658901014,-2.458437471575716,-1.4738291167741298,-1.637129030275524,3.300951155177805,0.0163442055775674,0.0035553224053973,0.0031111457705471,-0.3200362548609187,0.0026465265703754,0.3226827814312941,-1356.8900470512951,-7.723119739695221,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
11,2,5,data/moses_wfns/archive_0_0_0.tar,-1364.6160693278516,-110.46572772553849,2014.5232106857504,-5866.925024023975,2598.2959669219504,-4.43599735350959,1.227131469155171,-1.3471183004791545,4.795690969862514,0.0095388668119208,0.0055281086168826,0.0038635250704601,-0.3208062328012397,0.0031453373127729,0.3239515701140126,-1356.8900470512951,-7.726022276556478,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
12,2,6,data/moses_wfns/archive_0_0_0.tar,-1364.6374216385989,-110.46731228924668,1997.4772091633768,-5832.807772953741,2581.204396268208,-2.7511171145641984,2.2788646484154063,-1.1794284369097916,3.762036802270412,0.0098611239393436,0.0051094976301223,0.0037013834326496,-0.3169645902664135,-0.0029534934449048,0.3140110968215087,-1356.8900470512951,-7.747374587303511,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
13,2,7,data/moses_wfns/archive_0_0_0.tar,-1364.6288931320846,-110.44725386367035,2001.9029805413213,-5842.747201374415,2586.7057405637306,-3.866626069615442,0.2865224821302835,-0.6570659161662301,3.932509111646562,0.0113241901536801,0.0045721215503585,0.0036377546654709,-0.293140826082785,0.0113278730188162,0.3044686991016012,-1356.8900470512951,-7.738846080789472,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
14,2,8,data/moses_wfns/archive_0_0_0.tar,-1364.5822818628042,-110.4276703825658,2036.762343622734,-5912.408617277036,2621.5368273284744,-3.4352682541739195,-0.5040922799798363,1.089827008629754,3.6390795420833104,0.0116057572913049,0.0053014206363657,0.0039753769083964,-0.309447490497143,0.0030966949338407,0.3125441854309836,-1356.8900470512951,-7.692234811509024,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
15,2,9,data/moses_wfns/archive_0_0_0.tar,-1364.636942610115,-110.43599236428652,1960.121999769145,-5758.851809643858,2544.571181510906,-2.38782603292318,-1.935937163161328,-2.3562202724520875,3.873156314368034,0.015647540475954,0.0034811876861658,0.0031538359746324,-0.3125510600918512,0.0030639515586425,0.3156150116504936,-1356.8900470512951,-7.746895558819915,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
16,2,10,data/moses_wfns/archive_0_0_0.tar,-1364.6399055570637,-110.47814559745876,1986.48879388622,-5811.337252973239,2570.72994445699,-1.2309842447490849,-1.880659674344185,-1.4924839778810934,2.6980940394575987,0.015880097054488,0.0036956809348141,0.0033191699357151,-0.3223349096691194,0.0011629427716712,0.3234978524407906,-1356.8900470512951,-7.749858505768543,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,test_full_conformations
17,2,11,data/moses_wfns/archive_0_0_0.tar,-1364.6145519775728,-110.48692782607078,1997.667844892461,-5833.65740816562,2581.905811081732,-2.0215734180121525,1.3274239900768197,-1.7103208421962404,2.962095696815965,0.0122516461037746,0.0043680250851001,0.0035356723302569,-0.3095144398564569,0.0031320677758458,0.3126465076323027,-1356.8900470512951,-7.724504926277632,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
18,2,12,data/moses_wfns/archive_0_0_0.tar,-1364.608643513109,-110.45140906067483,1980.214221795392,-5799.33770635385,2565.008527241568,-2.0730231841884783,-2.1628494690782887,2.4495276908162955,3.86982284557717,0.0165160369584628,0.0036169813998895,0.0032299452577563,-0.3138120475619412,0.0059890002522008,0.319801047814142,-1356.8900470512951,-7.718596461813831,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
19,2,13,data/moses_wfns/archive_0_0_0.tar,-1364.644070199001,-110.45929376396025,1970.4037391124089,-5778.940003178098,2554.394863147856,-0.3034406490568169,1.4258594763023371,1.868009873262811,2.369517326433496,0.0170736575609931,0.0034261204322484,0.0031739762326609,-0.3165268850883121,0.0010056333707546,0.3175325184590667,-1356.8900470512951,-7.754023147705539,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
20,2,14,data/moses_wfns/archive_0_0_0.tar,-1364.617067127565,-110.44004916331411,1984.450389683647,-5807.961423725088,2569.376596748646,-1.6076807795769694,-4.35210317789898,-1.63327829721501,4.918641840615473,0.0199858835462166,0.0034296680182922,0.0032046034101162,-0.3155542599882639,0.0076094453357291,0.323163705323993,-1356.8900470512951,-7.72702007626981,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
21,2,15,data/moses_wfns/archive_0_0_0.tar,-1364.628263167435,-110.41921067644248,1997.9666673084848,-5834.962569608809,2582.8313328002023,-2.432474573566662,-3.978792444456288,-0.3771895962484845,4.67867436980058,0.021226535716581,0.0034549417940166,0.0032557705053833,-0.3111373890721007,0.0068393446962218,0.3179767337683225,-1356.8900470512951,-7.738216116139938,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
22,2,16,data/moses_wfns/archive_0_0_0.tar,-1364.6386759366017,-110.44407930593188,1970.826660923865,-5780.392647193192,2555.4140878533667,-1.367269756955691,-3.157921488651694,-0.9314167083593496,3.5650290042838044,0.0153463258710301,0.0036285363928628,0.0031838239299282,-0.3148478501756052,0.0042364893032501,0.3190843394788553,-1356.8900470512951,-7.748628885306516,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
23,2,17,data/moses_wfns/archive_0_0_0.tar,-1364.6422908757097,-110.47239610905612,1999.645148379324,-5837.996945706231,2584.2255036136485,-4.210254721590467,-0.291110030633795,0.5737074100286563,4.259123156581906,0.0111017526357025,0.0047107147447334,0.0035595800914885,-0.3009600944922819,0.0094499242046854,0.3104100186969672,-1356.8900470512951,-7.752243824414336,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,train_full
24,3,0,data/moses_wfns/archive_0_0_0.tar,-1489.2902037557542,-118.32197601545384,2004.5466045425503,-6021.266876680759,2645.779448555672,2.507964288553067,3.2159956633954248,1.8902110337571487,4.49504290655528,0.0106628389643715,0.0039672109648129,0.0029859825467656,-0.2865008296763544,-0.0094819143470257,0.2770189153293286,-1482.252166587186,-7.03803716856828,Cc1c(Cl)cccc1Nc1ncccc1C(=O)OCC(O)CO,train_full
25,4,0,data/moses_wfns/archive_0_0_0.tar,-908.4488156551762,-84.2394832794669,1438.8143449884233,-4097.345038880467,1834.3443321363384,-3.324089818494636,2.811050465658842,-0.93187695830213,4.451962770207645,0.0243964081425897,0.0103860780186427,0.0077663970184576,-0.2969565878201118,0.0307909184215559,0.3277475062416677,-903.0122707654084,-5.436544889767788,Cn1cnc2c1c(=O)n(CC(O)CO)c(=O)n2C,train_full
26,5,0,data/moses_wfns/archive_0_0_0.tar,-1280.522758790261,-97.8304582122746,1491.8175115713564,-4718.906635458237,2044.4198305374327,2.71956283764721,-0.7690707801629936,-1.1338841282280152,3.045190488140219,0.0138467420089628,0.0100131403549113,0.0061704383116674,-0.2840615425058033,0.0435968783277177,0.327658420833521,-1275.0298746098167,-5.492884180444207,CC1Oc2ccc(Cl)cc2N(CC(O)CO)C1=O,train_full
27,6,0,data/moses_wfns/archive_0_0_0.tar,-1036.6438673826442,-102.5596594297592,2136.0688663778187,-5651.426938091001,2581.3199231319213,-0.2431207315359054,0.96781425045752,0.0469982420831545,0.9989899640387344,0.0177036110200159,0.0041228624461287,0.0036347334212437,-0.3116301587865205,0.0522426303148859,0.3638727891014064,-1028.0249974287483,-8.61886995389591,O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3C2C1,test_full_structures
28,6,1,data/moses_wfns/archive_0_0_0.tar,-1036.6399590484586,-102.54966037752612,2151.9655387232747,-5683.129668827303,2597.120792699463,-0.9216701390028816,-0.4392050627910473,-0.9948254340511098,1.4255015175529833,0.0154779412537986,0.0046391578185229,0.0038068346857336,-0.308960881415007,0.0422600678369198,0.3512209492519268,-1028.0249974287483,-8.614961619710357,O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3C2C1,test_full_structures
29,6,2,data/moses_wfns/archive_0_0_0.tar,-1036.638460050364,-102.55617176240224,2147.6439593684336,-5674.321335585792,2592.6412755988176,-2.477289972353576,-0.8658136077627795,-1.0794536279376052,2.837572720720728,0.0173903453144342,0.0043378864048002,0.0037751204902454,-0.3111411486489523,0.0495882892618779,0.3607294379108302,-1028.0249974287483,-8.613462621615781,O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3C2C1,test_full_structures
30,6,3,data/moses_wfns/archive_0_0_0.tar,-1036.6679679825927,-102.5567148493728,2149.641701023463,-5678.369989176605,2594.663703030689,-1.7613385144640543,1.7358865929066218,1.5810553931687734,2.935191949811028,0.0166252440069365,0.0043593420687873,0.0037709910560227,-0.313369203146556,0.0469495058284422,0.3603187089749982,-1028.0249974287483,-8.642970553844407,O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3C2C1,test_full_structures
31,6,4,data/moses_wfns/archive_0_0_0.tar,-1036.6585122035335,-102.52666002676952,2143.316846776396,-5665.481686809597,2588.0788065155143,-1.2062600496018936,-5.919956014519067,0.5324083221197115,6.065014521216612,0.0119644611175777,0.0050184483836831,0.004063205036961,-0.3129617517354143,0.0475512265060988,0.360512978241513,-1028.0249974287483,-8.633514774785453,O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3C2C1,test_full_structures
32,7,0,data/moses_wfns/archive_0_0_0.tar,-879.5637955770262,-85.70634010969272,1588.545399552606,-4349.117789906355,1966.7458291872065,-1.1246354201492637,-0.0944930557402145,1.595899534216508,1.9546429569488903,0.0155465866646979,0.0089653599130118,0.0076463962056511,-0.3170166692305766,0.0222774363229191,0.3392941055534957,-872.8126539919296,-6.751141585096661,CCOC(=O)c1cncn1C1CCCc2ccccc21,train_full
33,7,1,data/moses_wfns/archive_0_0_0.tar,-879.5763309773952,-85.73550534209447,1555.0223648481942,-4281.961739087075,1933.128712117468,-0.8355335874335837,1.6859504857844052,1.4184364677883612,2.356375910036052,0.0222919649018461,0.0068138307598068,0.0060369606784429,-0.3104217235612734,0.0275719827482947,0.3379937063095681,-872.8126539919296,-6.763676985465622,CCOC(=O)c1cncn1C1CCCc2ccccc21,train_full
34,7,2,data/moses_wfns/archive_0_0_0.tar,-879.5756825918768,-85.7145029574162,1562.9668119307996,-4297.720259829577,1940.922420338374,-1.4679301837111118,-0.650024919812308,-1.4921038943673468,2.191740279370104,0.0177816137375374,0.0079048908887945,0.0067353780540474,-0.3185835508726645,0.022669215189338,0.3412527660620025,-872.8126539919296,-6.7630285999472335,CCOC(=O)c1cncn1C1CCCc2ccccc21,test_full_conformations
35,7,3,data/moses_wfns/archive_0_0_0.tar,-879.5703380882621,-85.72368654952238,1610.270323769208,-4392.663579449612,1988.578421001506,-1.5541279379602135,-1.3077503297518862,0.5251799485268722,2.097936736617509,0.0145316555332394,0.0104706467740124,0.0084077665758266,-0.3165637460440621,0.0181162482610431,0.3346799943051052,-872.8126539919296,-6.757684096332582,CCOC(=O)c1cncn1C1CCCc2ccccc21,train_full
36,7,4,data/moses_wfns/archive_0_0_0.tar,-879.5385762239995,-85.69970592332949,1578.0754928113734,-4327.613292265128,1955.7294821952776,-2.8865625057719675,-1.8762595179911616,4.415299545710157,5.598880509256229,0.0142320851524465,0.0093141080426115,0.007424970530392,-0.3107698795604396,0.0170042996764599,0.3277741792368995,-872.8126539919296,-6.725922232069934,CCOC(=O)c1cncn1C1CCCc2ccccc21,train_full
37,8,0,data/moses_wfns/archive_0_0_0.tar,-993.1753353484404,-93.24381124963982,1679.720460102635,-4691.008031143348,2111.379122595466,1.1045000657898545,1.3783067308929255,1.5878576788777443,2.375066703931819,0.0186904298330444,0.0072086044135821,0.0064315828611448,-0.3014681143701813,0.0066282044189127,0.308096318789094,-986.68788558923,-6.487449759210335,COc1ccccc1OC(=O)c1ccccc1OC(C)=O,test_full_conformations
38,8,1,data/moses_wfns/archive_0_0_0.tar,-993.1738934760124,-93.21735653300183,1622.4136979390123,-4576.688240044907,2054.338609022666,-1.3486153702769952,0.2176236267791038,-2.07534505687458,2.484588610811376,0.0163251951667175,0.0063212921148552,0.0054908061639149,-0.3031729405947521,0.0090501346548074,0.3122230752495595,-986.68788558923,-6.486007886782318,COc1ccccc1OC(=O)c1ccccc1OC(C)=O,train_full
39,8,2,data/moses_wfns/archive_0_0_0.tar,-993.1706471146766,-93.2128010548536,1670.780403571347,-4673.1154468262175,2102.399754179526,0.5787577697373691,0.6566209483240222,2.088009135656942,2.2640436781113924,0.0186338184753725,0.0070605246910154,0.0062559516934569,-0.3035188326267307,0.0074130095759795,0.3109318422027102,-986.68788558923,-6.482761525446676,COc1ccccc1OC(=O)c1ccccc1OC(C)=O,train_full
40,9,0,data/moses_wfns/archive_0_0_0.tar,-955.0713016600116,-89.50479227986372,1485.6725084397704,-4251.9753653576245,1900.755408916223,-0.0930033738871021,0.1229165556175358,0.5494094985922057,0.5706215070803078,0.0227975907583095,0.0055856600791702,0.0047701323352633,-0.3042772383543897,0.0540766650788513,0.358353903433241,-948.8897862467576,-6.18151541325426,COc1ccccc1OC(=O)Oc1ccccc1OC,train_full
41,9,1,data/moses_wfns/archive_0_0_0.tar,-955.0554699803844,-89.50481178181906,1515.3669769165194,-4311.5220731664185,1930.623924590299,-0.2022509865178293,-2.3429984542687063,0.4338038563700283,2.3913872551417703,0.0213537451571874,0.0064226439096909,0.0053100214979799,-0.3009419606162559,0.0509203915565418,0.3518623521727977,-948.8897862467576,-6.16568373362702,COc1ccccc1OC(=O)Oc1ccccc1OC,test_full_conformations
42,9,2,data/moses_wfns/archive_0_0_0.tar,-955.0687738483382,-89.53305163704704,1505.485934494647,-4291.6602631449305,1920.6580079987657,-0.1874836853437155,2.236098500238404,0.0058930805676653,2.243952174944261,0.0220470883403821,0.0060579167838221,0.0050869248731864,-0.3030652647378771,0.0547737091733855,0.3578389739112625,-948.8897862467576,-6.1789876015807295,COc1ccccc1OC(=O)Oc1ccccc1OC,train_full
43,10,0,data/moses_wfns/archive_0_0_0.tar,-1756.7083925311929,-121.6825350983924,1895.428500039347,-6176.62619699215,2646.1954093218164,0.4723621922921472,4.731222551360268,-1.1834894665620534,4.899820424124781,0.0100727237399424,0.0083893261890683,0.0049312088379472,-0.2799342587845383,-0.0161916622157189,0.2637425965688194,-1750.9719078957378,-5.736484635454872,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,test_full_conformations
44,10,1,data/moses_wfns/archive_0_0_0.tar,-1756.733078136367,-121.60186185188766,1905.52950253705,-6196.620502483729,2655.9834169711007,2.4962435040535165,3.0338568161502733,0.3820996074467921,3.947343273955515,0.0098503796236765,0.0086207138254204,0.005241782930694,-0.30865163878296,-0.0268067635867846,0.2818448751961754,-1750.9719078957378,-5.761170240629326,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,train_full
45,11,0,data/moses_wfns/archive_0_0_0.tar,-1795.9613986905654,-125.83807533590203,2064.8367528323056,-6567.422834009189,2832.4895722676183,0.8086073990924006,1.9641197757333104,-1.5012725917006091,2.6010443698416816,0.0089987102617673,0.0079259453467722,0.0047829919286212,-0.2653170243464656,-0.0104275625166316,0.2548894618298339,-1789.774993754943,-6.186404935622477,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,test_full_structures
46,11,1,data/moses_wfns/archive_0_0_0.tar,-1796.0047624985866,-125.79495709580652,2070.97299346561,-6579.19157896864,2838.0355884118494,1.821759021838496,1.890637990032848,0.5496206614629492,2.68242442848114,0.0092758607331192,0.0077945400036755,0.0049384676365311,-0.3022386982598555,-0.0202739430329746,0.2819647552268809,-1789.774993754943,-6.229768743643717,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,test_full_structures
47,12,0,data/moses_wfns/archive_0_0_0.tar,-881.334779319049,-82.94273788553186,1326.6171245558646,-3836.407361208968,1711.4209611675226,-4.284392825227456,2.9378299498882705,0.1020122628362769,5.195890029349158,0.0261000206142433,0.0058834830651851,0.0048993568919296,-0.2834900274377904,0.0191693340009047,0.3026593614386951,-875.3035605952768,-6.031218723772099,CCC(=O)c1ccc(OCC(O)CO)c(OC)c1,train_full
48,13,0,data/moses_wfns/archive_0_0_0.tar,-912.8389437267156,-87.96562331047355,1616.0719877345516,-4449.870844083582,2008.955259390665,-0.6488980543298843,4.5316031844476194,-0.0631141281410961,4.578261624173517,0.0166167573411547,0.0083502644770145,0.0059503579382121,-0.2944780767787348,0.030594669768282,0.3250727465470168,-906.2612849717456,-6.5776587549700025,Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC1CC=CCC1,test_full_scaffolds
49,13,1,data/moses_wfns/archive_0_0_0.tar,-912.8630394493672,-87.95171931411467,1630.487895367204,-4479.0260816222535,2023.657335982672,-1.8965812872620784,4.283210269347358,0.617097394722634,4.724798406832699,0.0176454773420234,0.0086137266576003,0.0062090751150465,-0.2967236750518769,0.0326261153022011,0.329349790354078,-906.2612849717456,-6.601754477621512,Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC1CC=CCC1,test_full_scaffolds
50,14,0,data/moses_wfns/archive_0_0_0.tar,-913.2007608991396,-85.71034135662174,1457.611235036058,-4139.881098314139,1854.803147944761,-1.6466844436569552,-0.223067567288129,0.8955224172504079,1.887667660462422,0.0276314618298889,0.0075298168398259,0.006108766489723,-0.2890214921896555,0.0053190465328042,0.2943405387224597,-907.3617391280648,-5.839021771074954,COc1cc2c(cc1O)N=CC1CCC(O)N1C2=O,train_full
51,15,0,data/moses_wfns/archive_0_0_0.tar,-1331.5100328385035,-109.1109092479704,1835.0643551022424,-5463.163716525634,2405.725643248025,-3.2928168801925306,2.120887924393584,6.329272436789943,7.443151091669999,0.0315259595080764,0.0030629304918428,0.0029423325800523,-0.2835556153353272,0.0154989901497357,0.2990546054850629,-1324.8045034015497,-6.705529436954066,COc1c(C)cnc(CS(=O)c2nc3ccccc3[nH]2)c1C,test_full_conformations
52,15,1,data/moses_wfns/archive_0_0_0.tar,-1331.5559134616442,-109.07104340769035,1827.5530721422413,-5448.144915857688,2398.1333741970507,-2.060652563450132,0.3786366325153334,-7.360145236471742,7.652541577064043,0.0231892108408885,0.0030709066420541,0.0030261698218798,-0.2909612067174074,0.0078064749352188,0.2987676816526262,-1324.8045034015497,-6.751410060094713,COc1c(C)cnc(CS(=O)c2nc3ccccc3[nH]2)c1C,train_full
53,15,2,data/moses_wfns/archive_0_0_0.tar,-1331.602873244634,-109.13699275314274,1921.0495072182343,-5636.391054263829,2492.9035355104616,-1.7762930578102252,5.629489897141852,1.3390979145620352,6.05306176691031,0.0137219694021669,0.0050339415081246,0.0042318229316225,-0.2769589002130608,0.0186036338679244,0.2955625340809852,-1324.8045034015497,-6.7983698430844015,COc1c(C)cnc(CS(=O)c2nc3ccccc3[nH]2)c1C,train_full
54,15,3,data/moses_wfns/archive_0_0_0.tar,-1331.6086110951446,-109.15550188000309,1912.568421962825,-5618.379146234053,2483.3854605406564,-4.414060532793003,-0.1121995714502737,5.723449833531696,7.228720296701794,0.0135771460375457,0.0049638128190927,0.0042633158085922,-0.2706402919784477,0.0180486229364975,0.2886889149149452,-1324.8045034015497,-6.804107693595142,COc1c(C)cnc(CS(=O)c2nc3ccccc3[nH]2)c1C,train_full
55,15,4,data/moses_wfns/archive_0_0_0.tar,-1331.6115314416684,-109.15441580675515,1907.7010906377327,-5608.302469151764,2478.17229906552,-5.610960005505223,-2.504684853764021,-5.9311411706808,8.540184657640541,0.0118076586781743,0.0051207442991635,0.0041153742857057,-0.281438553139911,0.0171305586645362,0.2985691118044472,-1324.8045034015497,-6.807028040118894,COc1c(C)cnc(CS(=O)c2nc3ccccc3[nH]2)c1C,train_full
56,16,0,data/moses_wfns/archive_0_0_0.tar,-912.7753716868272,-87.80169748544951,1529.4012388244255,-4278.757436260189,1924.4093752264828,0.0279256342790066,1.6158909024748045,-0.767507418032988,1.789120143111241,0.0203466810505578,0.0055445138131965,0.0052419566174333,-0.2728355973308222,0.0528046484310054,0.3256402457618276,-906.2612849717456,-6.514086715081589,COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,train_full
57,16,1,data/moses_wfns/archive_0_0_0.tar,-912.7562245115892,-87.76181080222952,1545.2803584428214,-4310.399742268445,1940.153085372329,-0.1536143745703763,-1.6852515140596085,1.5098900822090269,2.267914923904341,0.0183049781778906,0.0062609534544978,0.0057253890177413,-0.2787571303036701,0.0385111329069778,0.3172682632106479,-906.2612849717456,-6.494939539843472,COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,train_full
58,16,2,data/moses_wfns/archive_0_0_0.tar,-912.7271632252008,-87.81971582915108,1538.0809866811253,-4295.839443431819,1932.8783549419368,-1.5515387700807797,-1.194664730379998,-0.1632495421836853,1.9649800981437124,0.0275247852082356,0.005241796492416,0.0048433615009785,-0.2671880006416259,0.0489592425196861,0.316147243161312,-906.2612849717456,-6.4658782534551165,COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,train_full
59,16,3,data/moses_wfns/archive_0_0_0.tar,-912.7537727368372,-87.77343042677258,1543.5106502639285,-4306.610002607397,1938.1472030795887,-1.2466115439544443,-0.5379067220291762,-0.4041719320326761,1.4165941316296928,0.0203036317616259,0.0061093983871497,0.005345823408465,-0.2776951848916059,0.0387614875785513,0.3164566724701572,-906.2612849717456,-6.492487765091596,COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,train_full
